nama_variabel,nama_tahun,nama_wilayah,data_content
Index Kedalaman Kemiskinan,2020,Mahakam Hulu,1.46
Index Kedalaman Kemiskinan,2020,Kota Balikpapan,0.38
Index Kedalaman Kemiskinan,2020,Kota Samarinda,0.72
Index Kedalaman Kemiskinan,2020,Kota Bontang,0.54
Index Kedalaman Kemiskinan,2020,KALIMANTAN UTARA,0.84
Index Kedalaman Kemiskinan,2020,Malinau,1.16
Index Kedalaman Kemiskinan,2020,Bulungan,1.32
Index Kedalaman Kemiskinan,2020,Tana Tidung,0.33
Index Kedalaman Kemiskinan,2020,Nunukan,0.87
Index Kedalaman Kemiskinan,2020,Kota Tarakan,0.77
Index Kedalaman Kemiskinan,2020,SULAWESI UTARA,1.14
Index Kedalaman Kemiskinan,2020,Bolaang Mongondow,0.87
Index Kedalaman Kemiskinan,2020,Minahasa,0.82
Index Kedalaman Kemiskinan,2020,Kepulauan Sangihe,1.29
Index Kedalaman Kemiskinan,2020,Kepulauan Talaud,1.26
Index Kedalaman Kemiskinan,2020,Minahasa Selatan,1.02
Index Kedalaman Kemiskinan,2020,Minahasa Utara,0.98
Index Kedalaman Kemiskinan,2020,Bolaang Mongondow Utara,0.83
Index Kedalaman Kemiskinan,2020,Siau Tagulandang Biaro,0.83
Index Kedalaman Kemiskinan,2020,Minahasa Tenggara,2.27
Index Kedalaman Kemiskinan,2020,Bolaang Mongondow Selatan,1.65
Index Kedalaman Kemiskinan,2020,Bolaang Mongondow Timur,0.94
Index Kedalaman Kemiskinan,2020,Kota Manado,1.25
Index Kedalaman Kemiskinan,2020,Kota Bitung,0.86
Index Kedalaman Kemiskinan,2020,Kota Tomohon,0.96
Index Kedalaman Kemiskinan,2020,Kota Kotamobagu,0.84
Index Kedalaman Kemiskinan,2020,SULAWESI TENGAH,2.58
Index Kedalaman Kemiskinan,2020,Banggai Kepulauan,1.99
Index Kedalaman Kemiskinan,2020,Banggai,1.05
Index Kedalaman Kemiskinan,2020,Morowali,2.48
Index Kedalaman Kemiskinan,2020,Poso,2.53
Index Kedalaman Kemiskinan,2020,Donggala,3.01
Index Kedalaman Kemiskinan,2020,Toli-Toli,2.33
Index Kedalaman Kemiskinan,2020,Buol,1.97
Index Kedalaman Kemiskinan,2020,Parigi Moutong,3.49
Index Kedalaman Kemiskinan,2020,Tojo Una-Una,3.27
Index Kedalaman Kemiskinan,2020,Sigi,1.96
Index Kedalaman Kemiskinan,2020,Banggai Laut,1.59
Index Kedalaman Kemiskinan,2020,Morowali Utara,2.95
Index Kedalaman Kemiskinan,2020,Kota Palu,0.97
Index Kedalaman Kemiskinan,2020,SULAWESI SELATAN,1.53
Index Kedalaman Kemiskinan,2020,Kepulauan Selayar,2.25
Index Kedalaman Kemiskinan,2020,Bulukumba,0.71
Index Kedalaman Kemiskinan,2020,Bantaeng,0.97
Index Kedalaman Kemiskinan,2020,Jeneponto,2.6
Index Kedalaman Kemiskinan,2020,Takalar,1.09
Index Kedalaman Kemiskinan,2020,Gowa,1.18
Index Kedalaman Kemiskinan,2020,Sinjai,1.34
Index Kedalaman Kemiskinan,2020,Maros,1.45
Index Kedalaman Kemiskinan,2020,Pangkajene Dan Kepulauan,2.52
Index Kedalaman Kemiskinan,2020,Barru,1.31
Index Kedalaman Kemiskinan,2020,Bone,1.59
Index Kedalaman Kemiskinan,2020,Soppeng,0.83
Index Kedalaman Kemiskinan,2020,Wajo,0.98
Index Kedalaman Kemiskinan,2020,Sidenreng Rappang,0.82
Index Kedalaman Kemiskinan,2020,Pinrang,1.27
Index Kedalaman Kemiskinan,2020,Enrekang,1.61
Index Kedalaman Kemiskinan,2020,Luwu,2.12
Index Kedalaman Kemiskinan,2020,Tana Toraja,2.32
Index Kedalaman Kemiskinan,2020,Luwu Utara,2.29
Index Kedalaman Kemiskinan,2020,Luwu Timur,1.05
Index Kedalaman Kemiskinan,2020,Toraja Utara,1.75
Index Kedalaman Kemiskinan,2020,Kota Makassar,0.58
Index Kedalaman Kemiskinan,2020,Kota Parepare,0.94
Index Kedalaman Kemiskinan,2020,Kota Palopo,0.95
Index Kedalaman Kemiskinan,2020,SULAWESI TENGGARA,2.04
Index Kedalaman Kemiskinan,2020,Buton,1.94
Index Kedalaman Kemiskinan,2020,Muna,1.86
Index Kedalaman Kemiskinan,2020,Konawe,1.71
Index Kedalaman Kemiskinan,2020,Kolaka,1.99
Index Kedalaman Kemiskinan,2020,Konawe Selatan,1.77
Index Kedalaman Kemiskinan,2020,Bombana,1.35
Index Kedalaman Kemiskinan,2020,Wakatobi,2.73
Index Kedalaman Kemiskinan,2020,Kolaka Utara,2.28
Index Kedalaman Kemiskinan,2020,Buton Utara,2.34
Index Kedalaman Kemiskinan,2020,Konawe Utara,2.92
Index Kedalaman Kemiskinan,2020,Kolaka Timur,2.18
Index Kedalaman Kemiskinan,2020,Konawe Kepulauan,2.56
Index Kedalaman Kemiskinan,2020,Muna Barat,1.98
Index Kedalaman Kemiskinan,2020,Buton Tengah,1.91
Index Kedalaman Kemiskinan,2020,Buton Selatan,1.82
Index Kedalaman Kemiskinan,2020,Kota Kendari,0.67
Index Kedalaman Kemiskinan,2020,Kota Baubau,1.05
Index Kedalaman Kemiskinan,2020,GORONTALO,2.67
Index Kedalaman Kemiskinan,2020,Boalemo,2.79
Index Kedalaman Kemiskinan,2020,Gorontalo,3.95
Index Kedalaman Kemiskinan,2020,Pohuwato,2.64
Index Kedalaman Kemiskinan,2020,Bone Bolango,2.99
Index Kedalaman Kemiskinan,2020,Gorontalo Utara,2.09
Index Kedalaman Kemiskinan,2020,Kota Gorontalo,0.61
Index Kedalaman Kemiskinan,2020,SULAWESI BARAT,1.89
Index Kedalaman Kemiskinan,2020,Majene,2.21
Index Kedalaman Kemiskinan,2020,Polewali Mandar,2.74
Index Kedalaman Kemiskinan,2020,Mamasa,1.71
Index Kedalaman Kemiskinan,2020,Mamuju,1.06
Index Kedalaman Kemiskinan,2020,Mamuju Utara,0.36
Index Kedalaman Kemiskinan,2020,Mamuju Tengah,0.88
Index Kedalaman Kemiskinan,2020,MALUKU,3.47
Index Kedalaman Kemiskinan,2020,Maluku Tenggara Barat,5.9
Index Kedalaman Kemiskinan,2020,Maluku Tenggara,4.26
Index Kedalaman Kemiskinan,2020,Maluku Tengah,4.05
Index Kedalaman Kemiskinan,2020,Buru,2.91
Index Kedalaman Kemiskinan,2020,Kepulauan Aru,4.47
Index Kedalaman Kemiskinan,2020,Seram Bagian Barat,4.46
Index Kedalaman Kemiskinan,2020,Seram Bagian Timur,4.44
Index Kedalaman Kemiskinan,2020,Maluku Barat Daya,5.46
Index Kedalaman Kemiskinan,2020,Buru Selatan,2.14
Index Kedalaman Kemiskinan,2020,Kota Ambon,0.41
Index Kedalaman Kemiskinan,2020,Kota Tual,3.67
Index Kedalaman Kemiskinan,2020,MALUKU UTARA,0.94
Index Kedalaman Kemiskinan,2020,Halmahera Barat,0.86
Index Kedalaman Kemiskinan,2020,Halmahera Tengah,1.73
Index Kedalaman Kemiskinan,2020,Kepulauan Sula,0.88
Index Kedalaman Kemiskinan,2020,Halmahera Selatan,0.45
Index Kedalaman Kemiskinan,2020,Halmahera Utara,0.38
Index Kedalaman Kemiskinan,2020,Halmahera Timur,1.9
Index Kedalaman Kemiskinan,2020,Pulau Morotai,1.05
Index Kedalaman Kemiskinan,2020,Pulau Taliabu,0.89
Index Kedalaman Kemiskinan,2020,Kota Ternate,0.38
Index Kedalaman Kemiskinan,2020,Kota Tidore Kepulauan,0.6
Index Kedalaman Kemiskinan,2020,PAPUA BARAT,5.79
Index Kedalaman Kemiskinan,2020,Fakfak,5.87
Index Kedalaman Kemiskinan,2020,Kaimana,2.36
Index Kedalaman Kemiskinan,2020,Teluk Wondama,10.04
Index Kedalaman Kemiskinan,2020,Teluk Bintuni,8.31
Index Kedalaman Kemiskinan,2020,Manokwari,5.87
Index Kedalaman Kemiskinan,2020,Sorong Selatan,3.12
Index Kedalaman Kemiskinan,2020,Sorong,5.97
Index Kedalaman Kemiskinan,2020,Raja Ampat,3.06
Index Kedalaman Kemiskinan,2020,Tambrauw,8.99
Index Kedalaman Kemiskinan,2020,Maybrat,8.01
Index Kedalaman Kemiskinan,2020,Manokwari Selatan,8.61
Index Kedalaman Kemiskinan,2020,Pegunungan Arfak,5.53
Index Kedalaman Kemiskinan,2020,Kota Sorong,2.81
Index Kedalaman Kemiskinan,2020,PAPUA,6.16
Index Kedalaman Kemiskinan,2020,Merauke,1.53
Index Kedalaman Kemiskinan,2020,Jayawijaya,12.54
Index Kedalaman Kemiskinan,2020,Jayapura,2.04
Index Kedalaman Kemiskinan,2020,Nabire,9.26
Index Kedalaman Kemiskinan,2020,Kepulauan Yapen,6.63
Index Kedalaman Kemiskinan,2020,Biak Numfor,6.33
Index Kedalaman Kemiskinan,2020,Paniai,6.23
Index Kedalaman Kemiskinan,2020,Puncak Jaya,13.41
Index Kedalaman Kemiskinan,2020,Mimika,3.59
Index Kedalaman Kemiskinan,2020,Boven Digoel,3.54
Index Kedalaman Kemiskinan,2020,Mappi,4.99
Index Kedalaman Kemiskinan,2020,Asmat,3.54
Index Kedalaman Kemiskinan,2020,Yahukimo,7.41
Index Kedalaman Kemiskinan,2020,Pegunungan Bintang,4.91
Index Kedalaman Kemiskinan,2020,Tolikara,6.7
Index Kedalaman Kemiskinan,2020,Sarmi,1.56
Index Kedalaman Kemiskinan,2020,Keerom,2.79
Index Kedalaman Kemiskinan,2020,Waropen,9.9
Index Kedalaman Kemiskinan,2020,Supiori,10.52
Index Kedalaman Kemiskinan,2020,Mamberamo Raya,4.12
Index Kedalaman Kemiskinan,2020,Nduga *,7.57
Index Kedalaman Kemiskinan,2020,Lanny Jaya,13.87
Index Kedalaman Kemiskinan,2020,Mamberamo Tengah,9.11
Index Kedalaman Kemiskinan,2020,Yalimo,11.47
Index Kedalaman Kemiskinan,2020,Puncak,8.61
Index Kedalaman Kemiskinan,2020,Dogiyai,5.55
Index Kedalaman Kemiskinan,2020,Intan Jaya,8
Index Kedalaman Kemiskinan,2020,Deiyai,11.44
Index Kedalaman Kemiskinan,2020,Kota Jayapura,1.98
Index Kedalaman Kemiskinan,2019,ACEH,2.64
Index Kedalaman Kemiskinan,2019,Simeulue,3.05
Index Kedalaman Kemiskinan,2019,Aceh Singkil,3.83
Index Kedalaman Kemiskinan,2019,Aceh Selatan,1.58
Index Kedalaman Kemiskinan,2019,Aceh Tenggara,2.37
Index Kedalaman Kemiskinan,2019,Aceh Timur,1.89
Index Kedalaman Kemiskinan,2019,Aceh Tengah,2.08
Index Kedalaman Kemiskinan,2019,Aceh Barat,3.53
Index Kedalaman Kemiskinan,2019,Aceh Besar,2.56
Index Kedalaman Kemiskinan,2019,Pidie,2.99
Index Kedalaman Kemiskinan,2019,Bireuen,1.77
Index Kedalaman Kemiskinan,2019,Aceh Utara,2.44
Index Kedalaman Kemiskinan,2019,Aceh Barat Daya,1.97
Index Kedalaman Kemiskinan,2019,Gayo Lues,3.95
Index Kedalaman Kemiskinan,2019,Aceh Tamiang,1.65
Index Kedalaman Kemiskinan,2019,Nagan Raya,3.17
Index Kedalaman Kemiskinan,2019,Aceh Jaya,2.49
Index Kedalaman Kemiskinan,2019,Bener Meriah,3.09
Index Kedalaman Kemiskinan,2019,Pidie Jaya,2.85
Index Kedalaman Kemiskinan,2019,Kota Banda Aceh,1.34
Index Kedalaman Kemiskinan,2019,Kota Sabang,2.71
Index Kedalaman Kemiskinan,2019,Kota Langsa,1.78
Index Kedalaman Kemiskinan,2019,Kota Lhokseumawe,1.51
Index Kedalaman Kemiskinan,2019,Kota Subulussalam,3.15
Index Kedalaman Kemiskinan,2019,SUMATERA UTARA,1.37
Index Kedalaman Kemiskinan,2019,Nias,2.53
Index Kedalaman Kemiskinan,2019,Mandailing Natal,1.01
Index Kedalaman Kemiskinan,2019,Tapanuli Selatan,0.87
Index Kedalaman Kemiskinan,2019,Tapanuli Tengah,1.64
Index Kedalaman Kemiskinan,2019,Tapanuli Utara,1.6
Index Kedalaman Kemiskinan,2019,Toba Samosir,1.21
Index Kedalaman Kemiskinan,2019,Labuhan Batu,0.87
Index Kedalaman Kemiskinan,2019,Asahan,1.24
Index Kedalaman Kemiskinan,2019,Simalungun,0.99
Index Kedalaman Kemiskinan,2019,Dairi,0.96
Index Kedalaman Kemiskinan,2019,Karo,0.88
Index Kedalaman Kemiskinan,2019,Deli Serdang,0.47
Index Kedalaman Kemiskinan,2019,Langkat,0.9
Index Kedalaman Kemiskinan,2019,Nias Selatan,2.28
Index Kedalaman Kemiskinan,2019,Humbang Hasundutan,0.96
Index Kedalaman Kemiskinan,2019,Pakpak Bharat,0.92
Index Kedalaman Kemiskinan,2019,Samosir,1.63
Index Kedalaman Kemiskinan,2019,Serdang Bedagai,1.32
Index Kedalaman Kemiskinan,2019,Batu Bara,1.63
Index Kedalaman Kemiskinan,2019,Padang Lawas Utara,1.18
Index Kedalaman Kemiskinan,2019,Padang Lawas,1.64
Index Kedalaman Kemiskinan,2019,Labuhan Batu Selatan,1.12
Index Kedalaman Kemiskinan,2019,Labuhan Batu Utara,1.66
Index Kedalaman Kemiskinan,2019,Nias Utara,4.38
Index Kedalaman Kemiskinan,2019,Nias Barat,3.34
Index Kedalaman Kemiskinan,2019,Kota Sibolga,1.26
Index Kedalaman Kemiskinan,2019,Kota Tanjung Balai,1.69
Index Kedalaman Kemiskinan,2019,Kota Pematang Siantar,0.7
Index Kedalaman Kemiskinan,2019,Kota Tebing Tinggi,1.47
Index Kedalaman Kemiskinan,2019,Kota Medan,1.16
Index Kedalaman Kemiskinan,2019,Kota Binjai,0.27
Index Kedalaman Kemiskinan,2019,Kota Padangsidimpuan,0.65
Index Kedalaman Kemiskinan,2019,Kota Gunungsitoli,2.59
Index Kedalaman Kemiskinan,2019,SUMATERA BARAT,0.94
Index Kedalaman Kemiskinan,2019,Kepulauan Mentawai,1.87
Index Kedalaman Kemiskinan,2019,Pesisir Selatan,0.76
Index Kedalaman Kemiskinan,2019,Solok,0.71
Index Kedalaman Kemiskinan,2019,Sijunjung,0.94
Index Kedalaman Kemiskinan,2019,Tanah Datar,0.42
Index Kedalaman Kemiskinan,2019,Padang Pariaman,1.02
Index Kedalaman Kemiskinan,2019,Agam,0.82
Index Kedalaman Kemiskinan,2019,Lima Puluh Kota,0.51
Index Kedalaman Kemiskinan,2019,Pasaman,0.59
Index Kedalaman Kemiskinan,2019,Solok Selatan,0.84
Index Kedalaman Kemiskinan,2019,Dharmasraya,0.89
Index Kedalaman Kemiskinan,2019,Pasaman Barat,0.81
Index Kedalaman Kemiskinan,2019,Kota Padang,0.63
Index Kedalaman Kemiskinan,2019,Kota Solok,0.29
Index Kedalaman Kemiskinan,2019,Kota Sawah Lunto,0.23
Index Kedalaman Kemiskinan,2019,Kota Padang Panjang,0.53
Index Kedalaman Kemiskinan,2019,Kota Bukittinggi,0.56
Index Kedalaman Kemiskinan,2019,Kota Payakumbuh,0.46
Index Kedalaman Kemiskinan,2019,Kota Pariaman,0.49
Index Kedalaman Kemiskinan,2019,RIAU,1.13
Index Kedalaman Kemiskinan,2019,Kuantan Singingi,1.28
Index Kedalaman Kemiskinan,2019,Indragiri Hulu,0.84
Index Kedalaman Kemiskinan,2019,Indragiri Hilir,1.24
Index Kedalaman Kemiskinan,2019,Pelalawan,1.44
Index Kedalaman Kemiskinan,2019,Siak,0.64
Index Kedalaman Kemiskinan,2019,Kampar,0.93
Index Kedalaman Kemiskinan,2019,Rokan Hulu,1.87
Index Kedalaman Kemiskinan,2019,Bengkalis,0.5
Index Kedalaman Kemiskinan,2019,Rokan Hilir,0.86
Index Kedalaman Kemiskinan,2019,Kepulauan Meranti,5.97
Index Kedalaman Kemiskinan,2019,Kota Pekanbaru,0.31
Index Kedalaman Kemiskinan,2019,Kota Dumai,0.28
Index Kedalaman Kemiskinan,2019,JAMBI,1.23
Index Kedalaman Kemiskinan,2019,Kerinci,0.59
Index Kedalaman Kemiskinan,2019,Merangin,1.39
Index Kedalaman Kemiskinan,2019,Sarolangun,1.17
Index Kedalaman Kemiskinan,2019,Batang Hari,1.29
Index Kedalaman Kemiskinan,2019,Muaro Jambi,0.39
Index Kedalaman Kemiskinan,2019,Tanjung Jabung Timur,1.75
Index Kedalaman Kemiskinan,2019,Tanjung Jabung Barat,1.68
Index Kedalaman Kemiskinan,2019,Tebo,1.07
Index Kedalaman Kemiskinan,2019,Bungo,0.81
Index Kedalaman Kemiskinan,2019,Kota Jambi,1.52
Index Kedalaman Kemiskinan,2019,Kota Sungai Penuh,0.25
Index Kedalaman Kemiskinan,2019,SUMATERA SELATAN,2.12
Index Kedalaman Kemiskinan,2019,Ogan Komering Ulu,1.79
Index Kedalaman Kemiskinan,2019,Ogan Komering Ilir,2.67
Index Kedalaman Kemiskinan,2019,Muara Enim,2.1
Index Kedalaman Kemiskinan,2019,Lahat,2.66
Index Kedalaman Kemiskinan,2019,Musi Rawas,2.21
Index Kedalaman Kemiskinan,2019,Musi Banyuasin,3.37
Index Kedalaman Kemiskinan,2019,Banyu Asin,1.57
Index Kedalaman Kemiskinan,2019,Ogan Komering Ulu Selatan,1.34
Index Kedalaman Kemiskinan,2019,Ogan Komering Ulu Timur,1.51
Index Kedalaman Kemiskinan,2019,Ogan Ilir,1.82
Index Kedalaman Kemiskinan,2019,Empat Lawang,1.87
Index Kedalaman Kemiskinan,2019,Penukal Abab Lematang Ilir,1.86
Index Kedalaman Kemiskinan,2019,Musi Rawas Utara,3.27
Index Kedalaman Kemiskinan,2019,Kota Palembang,1.86
Index Kedalaman Kemiskinan,2019,Kota Prabumulih,1.37
Index Kedalaman Kemiskinan,2019,Kota Pagar Alam,0.9
Index Kedalaman Kemiskinan,2019,Kota Lubuklinggau,2.21
Index Kedalaman Kemiskinan,2019,BENGKULU,2.48
Index Kedalaman Kemiskinan,2019,Bengkulu Selatan,3.32
Index Kedalaman Kemiskinan,2019,Rejang Lebong,1.47
Index Kedalaman Kemiskinan,2019,Bengkulu Utara,1.61
Index Kedalaman Kemiskinan,2019,Kaur,4.14
Index Kedalaman Kemiskinan,2019,Seluma,2.71
Index Kedalaman Kemiskinan,2019,Mukomuko,2.19
Index Kedalaman Kemiskinan,2019,Lebong,1.27
Index Kedalaman Kemiskinan,2019,Kepahiang,2.54
Index Kedalaman Kemiskinan,2019,Bengkulu Tengah,1.29
Index Kedalaman Kemiskinan,2019,Kota Bengkulu,3.89
Index Kedalaman Kemiskinan,2019,LAMPUNG,1.93
Index Kedalaman Kemiskinan,2019,Lampung Barat,1.86
Index Kedalaman Kemiskinan,2019,Tanggamus,1.24
Index Kedalaman Kemiskinan,2019,Lampung Selatan,2.32
Index Kedalaman Kemiskinan,2019,Lampung Timur,2.5
Index Kedalaman Kemiskinan,2019,Lampung Tengah,2.09
Index Kedalaman Kemiskinan,2019,Lampung Utara,3.72
Index Kedalaman Kemiskinan,2019,Way Kanan,2.04
Index Kedalaman Kemiskinan,2019,Tulangbawang,1.43
Index Kedalaman Kemiskinan,2019,Pesawaran,2.69
Index Kedalaman Kemiskinan,2019,Pringsewu,1.13
Index Kedalaman Kemiskinan,2019,Mesuji,0.93
Index Kedalaman Kemiskinan,2019,Tulang Bawang Barat,0.77
Index Kedalaman Kemiskinan,2019,Pesisir Barat,1.6
Index Kedalaman Kemiskinan,2019,Kota Bandar Lampung,1.49
Index Kedalaman Kemiskinan,2019,Kota Metro,1.14
Index Kedalaman Kemiskinan,2019,KEP. BANGKA BELITUNG,0.51
Index Kedalaman Kemiskinan,2019,Bangka,0.65
Index Kedalaman Kemiskinan,2019,Belitung,0.69
Index Kedalaman Kemiskinan,2019,Bangka Barat,0.31
Index Kedalaman Kemiskinan,2019,Bangka Tengah,0.52
Index Kedalaman Kemiskinan,2019,Bangka Selatan,0.48
Index Kedalaman Kemiskinan,2019,Belitung Timur,0.81
Index Kedalaman Kemiskinan,2019,Kota Pangkal Pinang,0.59
Index Kedalaman Kemiskinan,2019,KEPULAUAN RIAU,0.69
Index Kedalaman Kemiskinan,2019,Karimun,0.6
Index Kedalaman Kemiskinan,2019,Bintan,0.63
Index Kedalaman Kemiskinan,2019,Natuna,0.49
Index Kedalaman Kemiskinan,2019,Lingga,1.97
Index Kedalaman Kemiskinan,2019,Kepulauan Anambas,1.14
Index Kedalaman Kemiskinan,2019,Kota Batam,0.53
Index Kedalaman Kemiskinan,2019,Kota Tanjung Pinang,1.15
Index Kedalaman Kemiskinan,2019,DKI JAKARTA,0.5
Index Kedalaman Kemiskinan,2019,Kepulauan Seribu,1.95
Index Kedalaman Kemiskinan,2019,Kota Jakarta Selatan,0.39
Index Kedalaman Kemiskinan,2019,Kota Jakarta Timur,0.33
Index Kedalaman Kemiskinan,2019,Kota Jakarta Pusat,0.33
Index Kedalaman Kemiskinan,2019,Kota Jakarta Barat,0.46
Index Kedalaman Kemiskinan,2019,Kota Jakarta Utara,0.63
Index Kedalaman Kemiskinan,2019,JAWA BARAT,1.09
Index Kedalaman Kemiskinan,2019,Bogor,0.83
Index Kedalaman Kemiskinan,2019,Sukabumi,0.66
Index Kedalaman Kemiskinan,2019,Cianjur,0.74
Index Kedalaman Kemiskinan,2019,Bandung,1.04
Index Kedalaman Kemiskinan,2019,Garut,0.87
Index Kedalaman Kemiskinan,2019,Tasikmalaya,0.84
Index Kedalaman Kemiskinan,2019,Ciamis,0.76
Index Kedalaman Kemiskinan,2019,Kuningan,1.24
Index Kedalaman Kemiskinan,2019,Cirebon,1.29
Index Kedalaman Kemiskinan,2019,Majalengka,1.39
Index Kedalaman Kemiskinan,2019,Sumedang,1.05
Index Kedalaman Kemiskinan,2019,Indramayu,1.66
Index Kedalaman Kemiskinan,2019,Subang,1.39
Index Kedalaman Kemiskinan,2019,Purwakarta,1.24
Index Kedalaman Kemiskinan,2019,Karawang,1.06
Index Kedalaman Kemiskinan,2019,Bekasi,0.6
Index Kedalaman Kemiskinan,2019,Bandung Barat,1.54
Index Kedalaman Kemiskinan,2019,Pangandaran,0.9
Index Kedalaman Kemiskinan,2019,Kota Bogor,0.72
Index Kedalaman Kemiskinan,2019,Kota Sukabumi,1.08
Index Kedalaman Kemiskinan,2019,Kota Bandung,0.53
Index Kedalaman Kemiskinan,2019,Kota Cirebon,1.23
Index Kedalaman Kemiskinan,2019,Kota Bekasi,0.47
Index Kedalaman Kemiskinan,2019,Kota Depok,0.24
Index Kedalaman Kemiskinan,2019,Kota Cimahi,0.6
Index Kedalaman Kemiskinan,2019,Kota Tasikmalaya,1.98
Index Kedalaman Kemiskinan,2019,Kota Banjar,0.57
Index Kedalaman Kemiskinan,2019,JAWA TENGAH,1.53
Index Kedalaman Kemiskinan,2019,Cilacap,1.28
Index Kedalaman Kemiskinan,2019,Banyumas,2.52
Index Kedalaman Kemiskinan,2019,Purbalingga,2.24
Index Kedalaman Kemiskinan,2019,Banjarnegara,2.38
Index Kedalaman Kemiskinan,2019,Kebumen,2.58
Index Kedalaman Kemiskinan,2019,Purworejo,0.84
Index Kedalaman Kemiskinan,2019,Wonosobo,2.44
Index Kedalaman Kemiskinan,2019,Magelang,0.98
Index Kedalaman Kemiskinan,2019,Boyolali,1.02
Index Kedalaman Kemiskinan,2019,Klaten,1.46
Index Kedalaman Kemiskinan,2019,Sukoharjo,0.87
Index Kedalaman Kemiskinan,2019,Wonogiri,0.82
Index Kedalaman Kemiskinan,2019,Karanganyar,1.45
Index Kedalaman Kemiskinan,2019,Sragen,2.31
Index Kedalaman Kemiskinan,2019,Grobogan,0.9
Index Kedalaman Kemiskinan,2019,Blora,1.59
Index Kedalaman Kemiskinan,2019,Rembang,2.32
Index Kedalaman Kemiskinan,2019,Pati,1.47
Index Kedalaman Kemiskinan,2019,Kudus,0.83
Index Kedalaman Kemiskinan,2019,Jepara,0.64
Index Kedalaman Kemiskinan,2019,Demak,1.61
Index Kedalaman Kemiskinan,2019,Semarang,0.63
Index Kedalaman Kemiskinan,2019,Temanggung,0.51
Index Kedalaman Kemiskinan,2019,Kendal,1.47
Index Kedalaman Kemiskinan,2019,Batang,0.69
Index Kedalaman Kemiskinan,2019,Pekalongan,1.17
Index Kedalaman Kemiskinan,2019,Pemalang,2.55
Index Kedalaman Kemiskinan,2019,Tegal,0.64
Index Kedalaman Kemiskinan,2019,Brebes,2.31
Index Kedalaman Kemiskinan,2019,Kota Magelang,0.99
Index Kedalaman Kemiskinan,2019,Kota Surakarta,1.6
Index Kedalaman Kemiskinan,2019,Kota Salatiga,0.83
Index Kedalaman Kemiskinan,2019,Kota Semarang,0.57
Index Kedalaman Kemiskinan,2019,Kota Pekalongan,0.92
Index Kedalaman Kemiskinan,2019,Kota Tegal,1.15
Index Kedalaman Kemiskinan,2019,D I YOGYAKARTA,1.74
Index Kedalaman Kemiskinan,2019,Kulon Progo,2.72
Index Kedalaman Kemiskinan,2019,Bantul,1.87
Index Kedalaman Kemiskinan,2019,Gunung Kidul,2.58
Index Kedalaman Kemiskinan,2019,Sleman,1.13
Index Kedalaman Kemiskinan,2019,Kota Yogyakarta,0.85
Index Kedalaman Kemiskinan,2019,JAWA TIMUR,1.8
Index Kedalaman Kemiskinan,2019,Pacitan,1.75
Index Kedalaman Kemiskinan,2019,Ponorogo,1.7
Index Kedalaman Kemiskinan,2019,Trenggalek,1.37
Index Kedalaman Kemiskinan,2019,Tulungagung,0.84
Index Kedalaman Kemiskinan,2019,Blitar,1.13
Index Kedalaman Kemiskinan,2019,Kediri,1.24
Index Kedalaman Kemiskinan,2019,Malang,1.57
Index Kedalaman Kemiskinan,2019,Lumajang,1.09
Index Kedalaman Kemiskinan,2019,Jember,1.22
Index Kedalaman Kemiskinan,2019,Banyuwangi,1.29
Index Kedalaman Kemiskinan,2019,Bondowoso,1.67
Index Kedalaman Kemiskinan,2019,Situbondo,1.49
Index Kedalaman Kemiskinan,2019,Probolinggo,3.2
Index Kedalaman Kemiskinan,2019,Pasuruan,1.56
Index Kedalaman Kemiskinan,2019,Sidoarjo,1.22
Index Kedalaman Kemiskinan,2019,Mojokerto,1.29
Index Kedalaman Kemiskinan,2019,Jombang,1.77
Index Kedalaman Kemiskinan,2019,Nganjuk,1.22
Index Kedalaman Kemiskinan,2019,Madiun,1.53
Index Kedalaman Kemiskinan,2019,Magetan,1.56
Index Kedalaman Kemiskinan,2019,Ngawi,2.65
Index Kedalaman Kemiskinan,2019,Bojonegoro,1.95
Index Kedalaman Kemiskinan,2019,Tuban,2.84
Index Kedalaman Kemiskinan,2019,Lamongan,2.53
Index Kedalaman Kemiskinan,2019,Gresik,2.21
Index Kedalaman Kemiskinan,2019,Bangkalan,4
Index Kedalaman Kemiskinan,2019,Sampang,3.2
Index Kedalaman Kemiskinan,2019,Pamekasan,1.85
Index Kedalaman Kemiskinan,2019,Sumenep,3.03
Index Kedalaman Kemiskinan,2019,Kota Kediri,1.23
Index Kedalaman Kemiskinan,2019,Kota Blitar,1.14
Index Kedalaman Kemiskinan,2019,Kota Malang,0.55
Index Kedalaman Kemiskinan,2019,Kota Probolinggo,1.04
Index Kedalaman Kemiskinan,2019,Kota Pasuruan,0.91
Index Kedalaman Kemiskinan,2019,Kota Mojokerto,0.59
Index Kedalaman Kemiskinan,2019,Kota Madiun,0.5
Index Kedalaman Kemiskinan,2019,Kota Surabaya,0.62
Index Kedalaman Kemiskinan,2019,Kota Batu,0.3
Index Kedalaman Kemiskinan,2019,BANTEN,0.76
Index Kedalaman Kemiskinan,2019,Pandeglang,1.33
Index Kedalaman Kemiskinan,2019,Lebak,0.97
Index Kedalaman Kemiskinan,2019,Tangerang,0.69
Index Kedalaman Kemiskinan,2019,Serang,0.65
Index Kedalaman Kemiskinan,2019,Kota Tangerang,0.64
